,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
1171,7652712,Jumeirah Village Circle,25.046296,55.200783,661615,692,1,2,Medium,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
146,7346962,Dubai Sports City,25.044572,55.218948,390000,849,1,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
1628,7686650,Business Bay,25.183133,55.25658000000001,1698000,1512,2,3,Medium,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True
1834,7699866,The Views,25.090018,55.17238199999999,1212000,1302,2,3,Medium,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
402,7533036,Dubai Marina,25.087251,55.145574,1170000,980,1,2,Medium,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
954,7632478,Dubai Hills Estate,25.109367,55.247980000000005,900000,989,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1786,7697325,Jebel Ali,24.978409,55.09212,420000,430,0,1,Medium,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
659,7597093,Dubai Marina,25.088431,55.146759,1550000,1188,2,3,Medium,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
1372,7668094,Dubai Marina,25.081421,55.141711,1750000,1480,2,2,Medium,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
463,7557465,Palm Jumeirah,25.10355,55.168509,21990000,6252,4,5,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1349,7667143,Greens,25.094635,55.171817,1600000,1767,3,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,7409784,Downtown Dubai,25.194186,55.269439,3000000,1150,2,2,Low,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1147,7651966,Jumeirah Village Circle,25.051528,55.212972,990598,1425,2,3,Ultra,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1224,7657598,Business Bay,25.185772,55.2861,2800000,2370,3,4,Medium,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
608,7589267,Jumeirah Beach Residence,25.076319,55.133627,1720000,1929,3,4,Medium,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
143,7342194,City Walk,25.200221,55.264588,3399000,2084,3,4,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
751,7608007,Palm Jumeirah,25.116067,55.137581,1650000,1734,2,4,Medium,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1534,7678449,Downtown Dubai,25.201204,55.270189,8500000,3077,5,5,Medium,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
981,7636105,Jumeirah Village Circle,25.046296,55.200783,414000,450,0,1,High,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False
197,7419623,Jumeirah Village Circle,25.063265,55.21513100000001,410000,738,1,1,Medium,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
883,7624411,Jumeirah Village Circle,25.051384,55.2121,980000,1089,2,3,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
279,7491015,Dubai Marina,25.071365,55.124993,1800000,1056,2,2,Medium,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
293,7498113,Downtown Dubai,25.201204,55.270189,1700000,977,1,2,Medium,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1738,7694294,DIFC,25.211032,55.28205,2500000,1757,2,3,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
400,7532509,Dubai Marina,25.069266,55.129145,1100000,829,2,2,Medium,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
122,7282005,Dubai Hills Estate,25.11576,55.248755,700000,646,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1207,7654990,Dubai South (Dubai World Central),24.946417,55.211718000000005,400000,516,0,1,Medium,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False
202,7424102,Dubai Marina,25.077327,55.140317,1150000,768,1,1,Medium,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1462,7672139,Town Square,25.010572,55.289786,725888,700,1,2,Medium,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,True
835,7617863,Jumeirah Beach Residence,25.072569,55.126527,2450000,1181,2,3,Low,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
246,7460028,Downtown Dubai,25.187093,55.278912,1600000,1450,2,3,Medium,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
1439,7670658,Dubai Marina,25.073156,55.132798,1350000,1105,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1809,7698458,Jumeirah Lake Towers,25.069288,55.139396,840000,1152,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1789,7697649,Umm Suqeim,25.137198,55.189006000000006,2512000,1504,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1153,7652135,Dubai Marina,25.078967,55.142559,1800000,2164,3,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1426,7670260,Dubai Marina,25.084336,55.14925,2399950,1509,2,2,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False
384,7528526,Downtown Dubai,25.195235,55.27875600000001,4000000,1908,3,3,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1676,7688584,Jumeirah Village Circle,25.04866,55.20955,489100,560,0,1,Medium,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
854,7621220,Motor City,25.045763,55.245835,650000,907,1,2,Low,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1589,7682738,Business Bay,25.186038,55.29175,1349888,1055,2,3,High,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
219,7437498,Dubai Hills Estate,25.109367,55.247980000000005,1300000,1356,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
641,7593307,Discovery Gardens,25.044519,55.137291000000005,525000,968,1,1,Low,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,6008529,Palm Jumeirah,25.106809,55.151201,2850000,1582,2,2,Medium,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
112,7269286,City Walk,25.205218,55.262688,2850000,1734,2,4,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
698,7601684,Dubai Marina,25.086376,55.14736,1575000,775,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1821,7698876,Jumeirah Village Circle,25.048095,55.206373,610502,812,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
951,7631678,Jumeirah Beach Residence,25.07662,55.135006,2900000,3090,3,5,Medium,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1648,7686922,Business Bay,25.183515,55.26667,690000,428,0,1,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
1636,7686836,DAMAC Hills,25.024108,55.24290799999999,718000,769,1,2,Low,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1668,7688204,Meydan,25.175689,55.284458,700000,676,1,2,Medium,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
1410,7669792,Downtown Dubai,25.194328,55.269308,1284888,637,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1409,7669789,DIFC,25.211032,55.28205,2700000,1757,2,3,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1533,7678437,Jumeirah Lake Towers,25.078262,55.14866899999999,1275000,1435,2,4,Medium,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1291,7663061,Downtown Dubai,25.197316,55.274196,2225000,1378,1,2,Medium,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True
1723,7692878,Dubai Land,25.111535,55.365680000000005,395000,1057,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
441,7550615,Palm Jumeirah,25.132519,55.151574,1850000,935,1,2,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1520,7677929,Dubai Land,25.090365,55.386419,475000,1054,2,2,Medium,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1136,7651590,Palm Jumeirah,25.111902,55.138103,992888,637,1,1,Medium,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1256,7660482,World Trade Center,25.226577,55.289442,4150000,3466,4,5,Medium,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1774,7696543,Downtown Dubai,25.18984,55.281004,1000000,909,1,2,Low,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1631,7686747,Downtown Dubai,25.203035,55.280662,2166888,1087,2,2,Medium,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1397,7669346,Dubai Hills Estate,25.114013,55.247629,1254888,959,2,3,Medium,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
663,7597958,Palm Jumeirah,25.112237,55.138630000000006,624888,360,0,1,Medium,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
1794,7697728,Business Bay,25.190578,55.265962,1600000,1751,2,3,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
1257,7660485,World Trade Center,25.226577,55.289442,1250000,1249,2,2,Medium,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1690,7689854,Downtown Dubai,25.196489,55.272126,19498888,5253,4,5,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317,7499119,Jumeirah,25.240419,55.25277,1710000,1301,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
648,7594244,Palm Jumeirah,25.107005,55.152689,1700000,1142,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1434,7670495,Discovery Gardens,25.03335,55.150016,410000,828,1,2,Medium,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True
1479,7673419,Palm Jumeirah,25.109306,55.14773,1600000,1144,1,2,High,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False
709,7602093,Jumeirah Village Circle,25.046296,55.200783,941000,1316,2,3,Ultra,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1382,7668480,Downtown Dubai,25.19702,55.271023,1800000,1167,2,2,Medium,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
1282,7662341,Downtown Dubai,25.198796,55.271342,2500000,1817,3,4,High,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
972,7635399,Downtown Dubai,25.191642,55.28019499999999,2060888,1077,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
627,7591911,Dubai Marina,25.086575,55.147768000000006,3200000,1822,3,5,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
632,7592170,Jumeirah Village Circle,25.048095,55.206373,610500,814,1,2,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
1306,7664368,Downtown Dubai,25.187093,55.278912,1100000,933,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1400,7669403,Business Bay,25.19003,55.265426,2900000,3007,3,4,High,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,True,True
1408,7669767,Jumeirah Village Circle,25.068608,55.207423,500000,851,1,2,Medium,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1248,7660399,Downtown Dubai,25.198316,55.270758,2400000,1453,2,3,Medium,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1857,7701727,Jumeirah Lake Towers,25.078148,55.148277,400888,403,0,1,Medium,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
1254,7660466,World Trade Center,25.226577,55.289442,2750000,2939,3,4,Medium,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1496,7674582,International City,25.167489,55.40896600000001,415000,796,1,2,Medium,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1371,7667953,Jumeirah Village Circle,25.04866,55.20955,1190500,1575,3,4,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
1529,7678292,Downtown Dubai,25.19331,55.280919,4500000,2360,3,4,Medium,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
1663,7687564,Dubai Harbour,25.09938,55.141275,2160888,1171,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1354,7667353,Dubai Marina,25.068151,55.129647,1050000,1490,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1831,7699503,Dubai Marina,25.073151,55.136982,950000,841,1,1,Medium,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
1808,7698445,Jumeirah Village Circle,25.046296,55.200783,958205,1311,2,3,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True
1643,7686897,Business Bay,25.183515,55.26667,710000,465,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1760,7695445,Business Bay,25.189282,55.28915799999999,799999,929,1,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
795,7613138,Downtown Dubai,25.191719,55.270677,3200000,1976,3,3,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
645,7593928,Palm Jumeirah,25.116329,55.138654,1675000,1746,2,2,Medium,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False
1012,7639153,Business Bay,25.186023,55.291718,1123000,940,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1751,7695147,Mirdif,25.227337,55.441623,1696000,1600,3,3,Medium,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False
556,7583194,Jumeirah Village Circle,25.049301,55.198896,1150000,1778,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
681,7599900,Jumeirah,25.240419,55.25277,1700000,1200,2,3,Low,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
577,7586528,Downtown Dubai,25.201718,55.270983,3050000,1851,3,3,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1109,7650562,Jumeirah Village Circle,25.04866,55.20955,1204504,1820,3,4,Ultra,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True
1266,7660851,The Views,25.088533,55.171838,880000,751,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1183,7653508,The Hills,25.077955,55.159380000000006,1500000,1282,2,2,Medium,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
524,7578696,Dubai Hills Estate,25.109367,55.247980000000005,1290000,1362,2,3,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
1059,7644431,Jumeirah Beach Residence,25.07359,55.126352,2140000,766,1,2,Medium,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False
540,7581786,Downtown Dubai,25.196398,55.271002,1525000,1740,2,2,Low,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1194,7654330,Dubai Marina,25.074958,55.138542,1900000,1067,2,2,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1678,7688606,Business Bay,25.181304,55.252577,850000,410,0,1,Medium,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
748,7607537,Downtown Dubai,25.186457,55.277512,950000,936,1,2,Medium,False,True,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False
1763,7695724,Umm Suqeim,25.136864000000003,55.188892,2300000,1623,2,2,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1430,7670395,Jumeirah Beach Residence,25.072569,55.126527,3399999,1181,3,4,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False
484,7563418,Jumeirah Beach Residence,25.082397,55.14066,1150000,1396,2,3,Medium,False,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95,7242928,Dubai Marina,25.086726,55.145205,5500000,2609,4,5,Low,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1020,7640733,The Views,25.092075,55.16822,2250000,2233,3,4,Medium,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False
563,7583897,The Views,25.089719,55.170481,850000,733,1,1,Medium,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1264,7660641,Al Barsha,25.069327,55.245051,620000,764,1,2,Low,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
742,7606861,Dubai Hills Estate,25.109367,55.247980000000005,1850000,1960,3,4,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
863,7622469,Dubai Creek Harbour (The Lagoons),25.204135,55.344345,2000000,1592,3,4,Medium,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1598,7683473,Motor City,25.046706,55.246714,599999,1140,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1714,7691669,Jumeirah Village Circle,25.051513,55.207733,711000,747,1,2,Medium,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
1484,7673726,Dubai Marina,25.086376,55.14736,1550000,860,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
891,7625138,Jumeirah Village Circle,25.065988,55.212062,400000,437,0,1,Medium,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
1577,7681459,Dubai Marina,25.089393,55.147796,720000,737,1,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1038,7642721,Old Town,25.193542,55.277061,4900000,2678,3,5,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,7428259,Jumeirah Village Circle,25.064191,55.216245,625000,1007,2,2,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
392,7531077,Jumeirah,25.240419,55.25277,1200000,733,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794,7613133,Palm Jumeirah,25.110525,55.135714,3750000,2279,3,3,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
870,7623173,Culture Village,25.226946,55.343628,1000000,707,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
397,7532407,Town Square,24.999981,55.293818,930888,930,2,2,Medium,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
766,7609476,Downtown Dubai,25.191107,55.26991,880000,865,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1753,7695325,Business Bay,25.179868,55.265446,1590000,1325,2,3,High,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False
1241,7659434,Barsha Heights (Tecom),25.096869,55.175364,400000,296,0,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1028,7641522,Dubai Marina,25.06873,55.128758,1650000,1109,2,3,Medium,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
642,7593536,Downtown Dubai,25.197316,55.274196,3489900,1888,2,3,Medium,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1800,7698042,Jumeirah Lake Towers,25.064767,55.138814,899999,1328,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
612,7590274,World Trade Center,25.223728,55.285118,2800000,2938,3,3,Medium,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
960,7632828,Dubai Creek Harbour (The Lagoons),25.20863,55.345967,1855000,1441,3,3,Medium,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
1570,7681139,Dubai Marina,25.067539,55.131058,1190000,1734,3,3,Low,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
725,7604359,Downtown Dubai,25.195483,55.271797,1475000,782,1,2,Medium,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
683,7599987,Dubai Marina,25.085305,55.149287,2975000,1694,2,2,High,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False
98,7246411,Al Barari,25.100921,55.313162,1800000,1964,1,2,High,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,True
804,7613846,Downtown Dubai,25.195237,55.271449,5796888,1861,3,4,Low,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1597,7683468,Business Bay,25.185337,55.2763,900000,616,0,1,Medium,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
406,7535129,Mohammed Bin Rashid City,25.171461,55.2758,1276686,760,1,2,Medium,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
502,7570239,Greens,25.0902,55.17514499999999,750000,758,1,1,Low,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
